id,x,y
3776,53,248
3777,21,109
3778,261,342
3779,229,148
3780,169,25
3781,26,285
3782,10,200
3783,290,277
3784,134,334
3785,1,73
3786,276,224
3787,312,151
3788,107,171
3789,41,343
3790,26,223
3791,144,115
3792,59,172
3793,214,111
3794,170,188
3795,21,252
3796,277,248
3797,158,248
3798,175,23
3799,330,302
3800,200,103
3801,72,212
3802,277,172
3803,103,211
3804,188,272
3805,285,25
3806,7,87
3807,345,142
3808,98,342
3809,9,272
3810,291,231
3811,291,168
3812,224,315
3813,223,313
3814,339,291
3815,213,80
3816,242,94
3817,314,109
3818,87,5
3819,331,50
3820,119,132
3821,58,171
3822,111,93
3823,113,40
3824,218,4
3825,14,214
3826,72,329
3827,172,223
3828,213,130
3829,300,80
3830,142,236
3831,277,342
3832,124,157
3833,109,332
3834,342,252
3835,272,184
3836,14,326
3837,140,144
3838,271,82
3839,297,236
3840,343,312
3841,142,169
3842,48,199
3843,271,109
3844,200,21
3845,239,72
3846,321,143
3847,56,118
3848,104,212
3849,26,295
3850,98,238
3851,184,284
3852,41,111
3853,213,178
3854,64,100
3855,119,79
3856,204,194
3857,144,149
3858,299,302
3859,231,280
3860,62,224
3861,239,271
3862,259,245
3863,332,142
3864,40,113
3865,236,26
3866,131,225
3867,320,281
3868,212,104
3869,208,285
3870,146,53
3871,151,28
3872,277,290
3873,82,252
3874,203,128
3875,67,40
3876,26,134
3877,119,203
3878,251,309
3879,339,146
3880,334,170
3881,340,246
3882,98,199
3883,31,21
3884,323,315
3885,53,302
3886,98,313
3887,25,288
3888,203,304
3889,123,55
3890,200,322
3891,261,62
3892,56,213
3893,304,188
3894,19,319
3895,211,313
3896,203,48
3897,193,91
3898,127,184
3899,9,161
3900,306,273
3901,56,82
3902,25,325
3903,65,252
3904,329,204
3905,2,326
3906,319,19
3907,323,200
3908,29,82
3909,271,238
3910,24,92
3911,113,122
3912,23,155
3913,9,297
3914,206,260
3915,109,277
3916,280,153
3917,275,152
3918,296,68
3919,101,180
3920,291,277
3921,272,188
3922,227,19
3923,259,91
3924,238,271
3925,117,77
3926,333,162
3927,334,229
3928,208,332
3929,224,188
3930,104,277
3931,315,5
3932,122,9
3933,119,105
3934,113,285
3935,14,41
3936,9,133
3937,252,161
3938,315,169
3939,41,312
3940,323,10
3941,9,185
3942,303,88
3943,203,324
3944,260,206
3945,109,239
3946,23,124
3947,119,200
3948,322,342
3949,269,329
3950,277,31
3951,78,195
3952,211,271
3953,194,1
3954,306,218
3955,238,172
3956,98,123
3957,342,223
3958,40,322
3959,306,328
3960,230,97
3961,67,118
3962,342,122
3963,265,172
3964,73,88
3965,199,48
3966,263,99
3967,104,239
3968,178,186
3969,180,53
3970,26,109
3971,345,322
3972,347,22
3973,271,212
3974,231,77
3975,26,72
3976,187,194
3977,332,277
3978,183,133
3979,135,127
3980,171,217
3981,313,223
3982,162,333
3983,122,66
3984,96,323
3985,188,258
3986,330,346
3987,309,36
3988,280,9
3989,195,78
3990,7,246
3991,25,98
3992,248,236
3993,76,25
3994,119,25
3995,265,261
3996,315,122
3997,32,93
3998,283,25
3999,260,322
4000,231,291
4001,332,53
4002,179,90
4003,239,118
4004,236,25
4005,36,127
4006,158,332
4007,285,26
4008,5,235
4009,134,238
4010,323,21
4011,303,186
4012,175,143
4013,343,214
4014,252,304
4015,72,132
4016,122,98
4017,317,53
4018,315,252
4019,205,192
4020,313,84
4021,308,67
4022,203,199
4023,312,41
4024,113,188
4025,1,236
4026,272,280
4027,346,254
4028,238,106
4029,277,323
4030,283,118
4031,272,329
4032,271,268
4033,80,94
4034,192,115
4035,21,315
4036,196,285
4037,272,291
4038,217,150
4039,92,302
4040,334,128
4041,31,25
4042,161,203
4043,105,25
4044,236,133
4045,86,175
4046,67,161
4047,16,331
4048,277,168
4049,14,343
4050,312,2
4051,26,169
4052,121,315
4053,91,264
4054,175,177
4055,119,21
4056,141,9
4057,31,122
4058,322,297
4059,280,119
4060,295,156
4061,334,56
4062,318,334
4063,203,55
4064,188,322
4065,27,324
4066,69,236
4067,337,167
4068,25,257
4069,334,123
4070,25,203
4071,318,104
4072,80,242
4073,315,53
4074,29,247
4075,82,211
4076,280,117
4077,188,200
4078,273,195
4079,231,329
4080,224,304
4081,119,148
4082,277,118
4083,122,45
4084,322,236
4085,86,177
4086,332,304
4087,21,200
4088,203,277
4089,323,75
4090,280,329
4091,199,232
4092,40,26
4093,142,3
4094,89,19
4095,17,144
4096,21,66
4097,172,298
4098,2,343
4099,276,141
4100,311,344
4101,239,304
4102,214,312
4103,25,113
4104,325,261
4105,297,109
4106,119,56
4107,236,200
4108,344,122
4109,31,304
4110,200,185
4111,19,227
4112,200,186
4113,13,59
4114,254,242
4115,180,346
4116,98,276
4117,213,303
4118,258,75
4119,272,178
4120,83,51
4121,280,31
4122,9,200
4123,277,322
4124,240,222
4125,170,186
4126,66,304
4127,315,94
4128,111,326
4129,288,199
4130,318,82
4131,56,261
4132,214,343
4133,40,325
4134,315,199
4135,272,197
4136,275,328
4137,332,106
4138,280,232
4139,62,130
4140,121,82
4141,187,249
4142,223,26
4143,118,98
4144,242,213
4145,298,26
4146,213,239
4147,284,122
4148,158,5
4149,7,304
4150,80,315
4151,48,322
4152,39,25
4153,20,14
4154,156,85
4155,319,95
4156,238,313
4157,142,10
4158,30,304
4159,3,274
4160,23,144
4161,334,318
4162,132,317
4163,123,261
4164,40,132
4165,212,271
4166,223,325
4167,25,73
4168,40,172
4169,24,80
4170,322,169
4171,91,201
4172,304,136
4173,62,56
4174,31,84
4175,46,143
4176,141,323
4177,239,231
4178,232,322
4179,188,341
4180,141,258
4181,248,291
4182,170,277
4183,40,67
4184,319,327
4185,315,21
4186,224,324
4187,211,170
4188,277,122
4189,272,141
4190,170,55
4191,303,239
4192,213,7
4193,1,322
4194,27,329
4195,7,308
4196,56,134
4197,137,310
4198,272,79
4199,38,339
4200,185,148
4201,128,315
4202,25,130
4203,315,188
4204,194,299
4205,55,123
4206,7,129
4207,66,26
4208,345,178
4209,197,159
4210,312,116
4211,170,85
4212,345,213
4213,252,334
4214,323,109
4215,94,302
4216,272,257
4217,21,232
4218,16,172
4219,9,21
4220,56,323
4221,216,243
4222,308,161
4223,274,85
4224,277,104
4225,72,239
4226,190,229
4227,322,7
4228,26,67
4229,123,122
4230,300,320
4231,133,9
4232,75,258
4233,21,108
4234,149,312
4235,203,122
4236,213,231
4237,194,302
4238,180,92
4239,128,119
4240,224,62
4241,96,62
4242,311,248
4243,242,302
4244,249,204
4245,265,211
4246,169,248
4247,313,339
4248,69,121
4249,158,317
4250,278,143
4251,130,277
4252,199,161
4253,21,161
4254,238,325
4255,9,285
4256,187,180
4257,342,325
4258,57,302
4259,9,291
4260,177,46
4261,88,53
4262,261,252
4263,98,211
4264,320,284
4265,25,237
4266,67,199
4267,218,306
4268,298,212
4269,172,59
4270,309,284
4271,80,204
4272,280,133
4273,59,13
4274,169,82
4275,152,339
4276,167,310
4277,262,312
4278,322,133
4279,277,169
4280,239,285
4281,119,67
4282,277,13
4283,56,285
4284,111,44
4285,67,342
4286,145,179
4287,227,175
4288,188,185
4289,21,345
4290,239,303
4291,77,231
4292,315,40
4293,133,1
4294,69,39
4295,237,83
4296,56,98
4297,65,13
4298,323,186
4299,116,162
4300,178,272
4301,26,113
4302,144,140
4303,139,159
4304,188,334
4305,275,306
4306,278,227
4307,29,211
4308,339,7
4309,9,122
4310,297,271
4311,261,199
4312,265,248
4313,277,56
4314,86,227
4315,82,222
4316,65,203
4317,128,223
4318,231,56
4319,271,280
4320,25,26
4321,133,232
4322,277,40
4323,280,185
4324,67,156
4325,148,98
4326,274,170
4327,38,7
4328,188,79
4329,214,140
4330,325,82
4331,276,322
4332,326,2
4333,116,17
4334,65,339
4335,39,69
4336,346,299
4337,26,224
4338,104,332
4339,187,5
4340,322,200
4341,271,122
4342,339,347
4343,324,340
4344,141,272
4345,251,139
4346,128,67
4347,185,188
4348,177,143
4349,60,158
4350,280,39
4351,324,203
4352,80,101
4353,186,272
4354,261,318
4355,26,325
4356,93,41
4357,219,6
4358,118,222
4359,323,25
4360,238,252
4361,339,103
4362,25,79
4363,187,242
4364,113,158
4365,266,180
4366,48,302
4367,318,271
4368,184,309
4369,113,56
4370,45,322
4371,109,297
4372,56,207
4373,341,323
4374,119,27
4375,78,4
4376,323,274
4377,325,203
4378,281,139
4379,329,231
4380,271,72
4381,63,261
4382,346,94
4383,26,322
4384,121,113
4385,172,268
4386,201,8
4387,177,86
4388,21,304
4389,87,7
4390,254,196
4391,48,1
4392,67,98
4393,57,320
4394,78,328
4395,224,40
4396,83,237
4397,118,238
4398,257,130
4399,313,128
4400,276,84
4401,119,339
4402,156,9
4403,67,261
4404,104,295
4405,200,10
4406,306,195
4407,169,322
4408,56,13
4409,263,227
4410,268,261
4411,149,116
4412,170,341
4413,175,227
4414,169,103
4415,121,39
4416,140,115
4417,295,258
4418,325,311
4419,144,312
4420,66,113
4421,277,21
4422,332,21
4423,142,67
4424,113,186
4425,102,175
4426,332,285
4427,67,158
4428,329,172
4429,21,39
4430,118,313
4431,265,13
4432,187,299
4433,119,98
4434,277,134
4435,22,347
4436,313,67
4437,186,113
4438,199,211
4439,82,84
4440,277,203
4441,141,133
4442,56,63
4443,119,329
4444,258,156
4445,284,309
4446,271,313
4447,257,322
4448,230,41
4449,197,184
4450,19,41
4451,257,141
4452,99,225
4453,213,5
4454,346,266
4455,116,115
4456,6,95
4457,88,130
4458,108,251
4459,222,186
4460,189,171
4461,212,21
4462,308,252
4463,101,242
4464,128,199
4465,67,79
4466,170,9
4467,21,186
4468,337,243
4469,298,232
4470,168,277
4471,342,9
4472,22,158
4473,272,105
4474,258,98
4475,200,119
4476,82,16
4477,173,166
4478,109,323
4479,151,14
4480,143,99
4481,199,141
4482,170,98
4483,1,54
4484,39,277
4485,280,40
4486,221,186
4487,334,134
4488,277,130
4489,136,315
4490,315,7
4491,304,236
4492,5,169
4493,20,343
4494,67,334
4495,105,148
4496,25,322
4497,9,295
4498,122,276
4499,306,181
4500,264,110
4501,158,322
4502,252,238
4503,53,88
4504,188,122
4505,259,264
4506,254,92
4507,128,56
4508,213,67
4509,304,118
4510,213,236
4511,7,315
4512,213,291
4513,136,324
4514,184,197
4515,39,313
4516,10,67
4517,331,73
4518,184,251
4519,124,23
4520,271,161
4521,21,25
4522,186,223
4523,258,291
4524,169,109
4525,326,115
4526,78,275
4527,38,332
4528,82,318
4529,128,203
4530,325,271
4531,252,313
4532,315,304
4533,40,56
4534,329,284
4535,94,101
4536,200,332
4537,261,55
4538,247,120
4539,203,271
4540,302,92
4541,266,346
4542,25,83
4543,200,40
4544,329,40
4545,197,135
4546,253,230
4547,150,217
4548,150,119
4549,323,308
4550,236,318
4551,136,103
4552,140,116
4553,332,280
4554,85,272
4555,280,200
4556,249,163
4557,168,339
4558,9,232
4559,181,4
4560,285,239
4561,9,25
4562,26,104
4563,180,249
4564,217,100
4565,180,302
4566,17,214
4567,220,262
4568,327,319
4569,104,252
4570,169,165
4571,271,186
4572,185,170
4573,137,337
4574,291,9
4575,242,187
4576,180,299
4577,199,342
4578,306,4
4579,123,21
4580,242,88
4581,169,10
4582,271,85
4583,322,221
4584,191,53
4585,290,271
4586,272,252
4587,315,224
4588,193,8
4589,56,25
4590,343,14
4591,158,291
4592,212,298
4593,56,315
4594,329,72
4595,325,313
4596,317,146
4597,251,127
4598,194,53
4599,302,101
4600,294,77
4601,328,273
4602,19,89
4603,346,187
4604,122,213
4605,122,119
4606,308,322
4607,337,310
4608,315,142
4609,87,22
4610,211,265
4611,134,199
4612,122,109
4613,134,248
4614,186,122
4615,266,94
4616,85,9
4617,188,280
4618,291,329
4619,326,144
4620,225,68
4621,285,252
4622,13,119
4623,343,162
4624,313,238
4625,323,248
4626,50,148
4627,200,223
4628,48,53
4629,122,232
4630,142,26
4631,271,200
4632,231,239
4633,3,323
4634,92,53
4635,323,100
4636,72,298
4637,323,67
4638,107,58
4639,127,159
4640,13,211
4641,290,67
4642,79,200
4643,26,186
4644,57,204
4645,295,257
4646,82,203
4647,39,280
4648,281,184
4649,118,59
4650,56,172
4651,93,111
4652,178,329
4653,213,308
4654,272,56
4655,82,268
4656,250,322
4657,223,211
4658,17,115
4659,129,347
4660,40,25
4661,39,119
4662,14,310
4663,176,148
4664,273,4
4665,203,40
4666,148,261
4667,48,30
4668,41,93
4669,252,188
4670,142,45
4671,281,309
4672,115,149
4673,56,341
4674,79,185
4675,133,276
4676,232,122
4677,113,334
4678,127,346
4679,13,199
4680,62,133
4681,277,204
4682,211,268
4683,326,137
4684,239,104
4685,8,193
4686,175,296
4687,45,303
4688,80,180
4689,261,172
4690,56,223
4691,246,136
4692,188,223
4693,238,98
4694,239,98
4695,200,72
4696,271,98
4697,148,271
4698,260,339
4699,118,265
4700,203,98
4701,347,339
4702,158,168
4703,9,341
4704,188,156
4705,122,67
4706,304,341
4707,188,85
4708,231,199
4709,271,67
4710,176,119
4711,26,25
4712,53,92
4713,330,254
4714,232,291
4715,14,115
4716,299,300
4717,70,230
4718,272,67
4719,170,75
4720,25,170
4721,326,111
4722,24,57
4723,302,180
4724,170,323
4725,223,62
4726,254,266
4727,123,252
4728,10,323
4729,271,118
4730,257,304
4731,326,140
4732,274,200
4733,92,101
4734,271,298
4735,148,185
4736,280,323
4737,26,323
4738,291,271
4739,250,170
4740,55,104
4741,326,14
4742,308,66
4743,184,272
4744,116,326
4745,156,235
4746,92,249
4747,325,118
4748,9,69
4749,13,332
4750,116,28
4751,21,284
4752,200,62
4753,238,118
4754,186,331
4755,331,82
4756,41,19
4757,13,65
4758,332,170
4759,199,271
4760,9,271
4761,186,271
4762,252,239
4763,284,127
4764,122,281
4765,169,106
4766,132,113
4767,159,197
4768,249,53
4769,112,174
4770,199,13
4771,252,342
4772,92,57
4773,239,186
4774,4,78
4775,188,186
4776,246,87
4777,208,119
4778,23,267
4779,64,150
4780,5,156
4781,163,150
4782,227,131
4783,304,315
4784,221,25
4785,200,252
4786,56,271
4787,310,14
4788,242,92
4789,80,88
4790,53,1
4791,40,298
4792,235,156
4793,16,332
4794,63,342
4795,186,88
4796,173,202
4797,165,188
4798,165,21
4799,42,33
4800,310,28
4801,312,226
4802,50,334
4803,66,334
4804,271,104
4805,330,101
4806,211,315
4807,72,271
4808,285,203
4809,152,181
4810,59,238
4811,193,61
4812,260,170
4813,94,194
4814,94,330
4815,21,67
4816,285,322
4817,229,119
4818,161,325
4819,185,272
4820,136,67
4821,89,219
4822,225,131
4823,236,248
4824,84,31
4825,98,103
4826,334,200
4827,149,28
4828,69,105
4829,342,123
4830,265,271
4831,199,72
4832,175,263
4833,252,118
4834,195,328
4835,334,66
4836,48,130
4837,312,144
4838,164,285
4839,39,257
4840,132,242
4841,239,40
4842,230,214
4843,80,330
4844,149,14
4845,126,1
4846,21,313
4847,113,199
4848,272,85
4849,257,105
4850,66,134
4851,271,63
4852,274,185
4853,172,203
4854,313,119
4855,119,1
4856,203,341
4857,119,248
4858,8,110
4859,324,27
4860,98,200
4861,323,188
4862,232,271
4863,4,181
4864,21,127
4865,304,285
4866,158,232
4867,211,172
4868,204,180
4869,45,132
4870,98,13
4871,142,203
4872,304,246
4873,269,100
4874,25,65
4875,55,185
4876,213,56
4877,332,213
4878,285,332
4879,142,188
4880,324,224
4881,202,173
4882,48,126
4883,187,266
4884,9,3
4885,113,169
4886,246,285
4887,303,213
4888,142,239
4889,251,184
4890,53,242
4891,172,231
4892,188,13
4893,203,338
4894,111,137
4895,214,19
4896,41,326
4897,113,134
4898,98,304
4899,10,332
4900,184,108
4901,343,20
4902,170,239
4903,147,89
4904,141,25
4905,236,84
4906,34,173
4907,9,231
4908,67,82
4909,148,224
4910,320,197
4911,26,142
4912,241,49
4913,170,119
4914,87,291
4915,199,200
4916,320,80
4917,143,321
4918,217,189
4919,303,67
4920,9,188
4921,122,239
4922,302,299
4923,118,203
4924,62,186
4925,170,62
4926,119,324
4927,137,140
4928,281,135
4929,239,265
4930,200,45
4931,66,122
4932,323,26
4933,203,270
4934,222,211
4935,98,239
4936,239,142
4937,98,109
4938,188,208
4939,67,224
4940,119,318
4941,119,261
4942,59,118
4943,67,122
4944,302,48
4945,206,121
4946,263,68
4947,26,66
4948,236,30
4949,324,67
4950,170,122
4951,88,178
4952,56,113
4953,137,243
4954,25,246
4955,41,20
4956,199,26
4957,254,180
4958,40,258
4959,119,189
4960,304,31
4961,186,25
4962,140,28
4963,98,277
4964,26,56
4965,176,122
4966,317,40
4967,134,277
4968,298,199
4969,281,122
4970,265,252
4971,51,31
4972,285,188
4973,265,26
4974,280,297
4975,63,271
4976,271,314
4977,322,67
4978,297,25
4979,26,248
4980,304,13
4981,181,218
4982,68,296
4983,45,345
4984,89,147
4985,66,308
4986,315,1
4987,185,26
4988,181,306
4989,271,56
4990,105,315
4991,270,25
4992,261,56
4993,158,60
4994,231,25
4995,176,188
4996,246,25
4997,122,136
4998,248,134
4999,331,25
5000,25,332
5001,97,182
5002,201,259
5003,60,313
5004,156,272
5005,268,172
5006,122,251
5007,172,313
5008,342,285
5009,299,1
5010,92,80
5011,343,144
5012,339,158
5013,56,142
5014,109,325
5015,252,170
5016,177,68
5017,265,313
5018,219,154
5019,169,252
5020,24,249
5021,199,313
5022,322,224
5023,128,98
5024,200,142
5025,30,178
5026,13,325
5027,170,252
5028,322,271
5029,88,25
5030,127,197
5031,26,212
5032,62,96
5033,171,58
5034,326,20
5035,85,75
5036,98,332
5037,291,339
5038,827,819
5039,830,826
5040,828,752
5041,756,694
5042,828,728
5043,821,701
5044,724,708
5045,826,842
5046,719,713
5047,764,783
5048,831,820
5049,829,696
5050,697,849
5051,840,803
5052,694,774
5053,810,710
5054,823,830
5055,835,779
5056,747,739
5057,787,748
5058,722,829
5059,708,823
5060,849,828
5061,748,787
5062,688,774
5063,844,697
5064,698,828
5065,768,733
5066,820,853
5067,789,702
5068,823,828
5069,755,809
5070,830,834
5071,702,732
5072,747,708
5073,834,715
5074,805,761
5075,703,792
5076,713,818
5077,774,769
5078,707,767
5079,759,705
5080,724,766
5081,718,797
5082,698,798
5083,774,856
5084,722,694
5085,687,823
5086,718,764
5087,829,694
5088,810,834
5089,745,718
5090,724,834
5091,778,705
5092,747,848
5093,814,810
5094,726,752
5095,811,769
5096,736,724
5097,797,708
5098,847,756
5099,827,703
5100,809,718
5101,746,742
5102,827,724
5103,856,687
5104,805,687
5105,717,852
5106,809,720
5107,688,828
5108,705,834
5109,698,774
5110,814,719
5111,696,834
5112,734,723
5113,838,754
5114,853,688
5115,848,694
5116,816,833
5117,727,824
5118,737,805
5119,737,745
5120,822,791
5121,845,800
5122,746,816
5123,837,792
5124,794,745
5125,831,805
5126,806,818
5127,752,805
5128,706,731
5129,687,838
5130,726,754
5131,807,805
5132,719,724
5133,697,701
5134,784,705
5135,829,722
5136,805,780
5137,766,731
5138,840,779
5139,764,781
5140,847,694
5141,814,800
5142,719,733
5143,694,697
5144,793,758
5145,774,843
5146,835,815
5147,834,844
5148,741,827
5149,819,828
5150,793,809
5151,697,705
5152,708,819
5153,695,706
5154,828,856
5155,747,838
5156,856,708
5157,742,736
5158,724,827
5159,795,751
5160,726,724
5161,842,810
5162,780,815
5163,726,812
5164,769,735
5165,695,694
5166,694,834
5167,828,693
5168,810,747
5169,777,770
5170,778,693
5171,827,830
5172,805,807
5173,727,845
5174,743,782
5175,694,696
5176,697,695
5177,780,687
5178,687,828
5179,787,764
5180,757,775
5181,847,829
5182,828,713
5183,781,787
5184,848,719
5185,745,790
5186,718,828
5187,693,726
5188,705,799
5189,730,747
5190,819,747
5191,835,823
5192,747,820
5193,830,760
5194,826,828
5195,853,752
5196,830,800
5197,806,725
5198,819,830
5199,845,755
5200,820,766
5201,840,708
5202,828,792
5203,752,842
5204,698,776
5205,819,807
5206,828,812
5207,774,738
5208,698,753
5209,747,698
5210,721,848
5211,829,834
5212,764,807
5213,698,697
5214,705,759
5215,770,748
5216,781,849
5217,767,796
5218,781,853
5219,848,819
5220,795,820
5221,815,838
5222,809,747
5223,695,784
5224,736,816
5225,725,806
5226,853,800
5227,720,745
5228,770,824
5229,738,760
5230,845,701
5231,768,839
5232,842,705
5233,734,756
5234,835,838
5235,713,688
5236,752,759
5237,782,813
5238,772,800
5239,824,688
5240,783,728
5241,752,800
5242,724,777
5243,734,770
5244,819,753
5245,822,796
5246,760,705
5247,718,805
5248,795,745
5249,827,766
5250,717,798
5251,770,849
5252,696,713
5253,747,716
5254,698,810
5255,719,726
5256,690,784
5257,822,712
5258,780,713
5259,799,705
5260,722,745
5261,737,773
5262,845,799
5263,693,844
5264,827,849
5265,823,805
5266,853,710
5267,784,766
5268,733,839
5269,770,716
5270,739,720
5271,753,747
5272,823,827
5273,780,840
5274,774,811
5275,751,830
5276,814,724
5277,705,781
5278,759,719
5279,840,823
5280,764,787
5281,829,705
5282,705,764
5283,766,771
5284,836,787
5285,849,697
5286,698,745
5287,818,732
5288,853,731
5289,794,795
5290,842,781
5291,786,782
5292,745,787
5293,828,706
5294,729,856
5295,784,738
5296,766,810
5297,745,800
5298,774,708
5299,798,855
5300,781,829
5301,784,719
5302,815,713
5303,783,809
5304,828,737
5305,780,777
5306,723,828
5307,711,722
5308,695,760
5309,759,828
5310,797,764
5311,719,697
5312,694,853
5313,815,773
5314,838,764
5315,763,804
5316,830,724
5317,853,828
5318,853,695
5319,703,728
5320,827,756
5321,695,738
5322,842,724
5323,846,727
5324,797,730
5325,718,770
5326,780,834
5327,787,793
5328,687,730
5329,845,849
5330,745,722
5331,823,696
5332,812,694
5333,840,830
5334,703,838
5335,697,688
5336,773,731
5337,697,828
5338,817,719
5339,856,765
5340,747,697
5341,808,797
5342,807,739
5343,774,687
5344,837,747
5345,762,805
5346,688,824
5347,795,700
5348,695,700
5349,828,751
5350,827,853
5351,792,780
5352,724,736
5353,713,787
5354,833,699
5355,727,828
5356,842,762
5357,830,754
5358,731,752
5359,716,741
5360,847,815
5361,745,817
5362,780,728
5363,837,693
5364,724,696
5365,784,853
5366,733,782
5367,741,820
5368,856,769
5369,701,774
5370,849,716
5371,834,701
5372,722,719
5373,844,824
5374,753,856
5375,795,738
5376,820,724
5377,838,792
5378,736,788
5379,697,772
5380,687,718
5381,695,840
5382,792,838
5383,780,779
5384,705,823
5385,760,738
5386,752,719
5387,781,809
5388,835,799
5389,716,747
5390,827,760
5391,819,835
5392,706,752
5393,823,708
5394,690,713
5395,846,830
5396,742,746
5397,728,764
5398,827,823
5399,777,688
5400,703,817
5401,688,792
5402,830,828
5403,781,720
5404,703,781
5405,832,720
5406,783,820
5407,849,827
5408,805,706
5409,703,694
5410,824,713
5411,842,694
5412,853,805
5413,810,731
5414,748,793
5415,824,830
5416,771,725
5417,704,777
5418,708,697
5419,705,830
5420,740,748
5421,824,754
5422,728,838
5423,773,853
5424,823,753
5425,703,739
5426,783,687
5427,760,829
5428,800,823
5429,820,797
5430,843,705
5431,827,805
5432,731,827
5433,819,719
5434,747,856
5435,792,739
5436,720,832
5437,698,840
5438,777,724
5439,824,826
5440,830,731
5441,747,783
5442,782,804
5443,748,718
5444,730,803
5445,828,745
5446,754,773
5447,811,698
5448,805,710
5449,696,824
5450,758,781
5451,828,837
5452,823,687
5453,845,780
5454,772,694
5455,849,797
5456,694,690
5457,827,719
5458,758,783
5459,780,766
5460,694,738
5461,793,787
5462,741,747
5463,814,715
5464,724,711
5465,830,745
5466,827,762
5467,789,818
5468,731,784
5469,711,829
5470,805,694
5471,734,724
5472,818,725
5473,783,817
5474,830,856
5475,776,698
5476,829,847
5477,833,816
5478,816,713
5479,749,757
5480,774,823
5481,821,754
5482,845,719
5483,726,784
5484,697,834
5485,726,805
5486,847,719
5487,802,732
5488,778,844
5489,769,856
5490,726,830
5491,828,844
5492,807,747
5493,687,797
5494,723,824
5495,856,807
5496,731,830
5497,760,734
5498,716,728
5499,719,842
5500,810,766
5501,794,695
5502,815,695
5503,745,762
5504,769,798
5505,817,793
5506,814,718
5507,765,697
5508,688,695
5509,697,766
5510,727,854
5511,724,713
5512,724,828
5513,842,695
5514,703,843
5515,847,695
5516,778,828
5517,805,728
5518,765,779
5519,730,720
5520,739,819
5521,719,787
5522,764,843
5523,805,829
5524,705,770
5525,770,705
5526,779,703
5527,856,815
5528,687,805
5529,772,814
5530,772,698
5531,741,770
5532,728,797
5533,836,821
5534,728,820
5535,812,824
5536,708,724
5537,756,688
5538,780,805
5539,780,754
5540,774,773
5541,695,751
5542,810,853
5543,800,842
5544,800,745
5545,848,828
5546,783,827
5547,779,792
5548,828,846
5549,794,784
5550,828,817
5551,766,847
5552,805,695
5553,713,697
5554,766,824
5555,804,856
5556,696,747
5557,747,765
5558,728,807
5559,815,837
5560,824,695
5561,797,827
5562,759,687
5563,787,719
5564,745,758
5565,844,828
5566,838,819
5567,760,830
5568,795,829
5569,738,745
5570,824,760
5571,810,842
5572,745,853
5573,796,822
5574,714,771
5575,747,719
5576,770,781
5577,719,824
5578,834,752
5579,739,740
5580,839,822
5581,760,697
5582,814,805
5583,714,707
5584,754,726
5585,734,713
5586,845,772
5587,726,694
5588,688,819
5589,820,783
5590,824,815
5591,787,827
5592,718,793
5593,713,780
5594,689,712
5595,705,824
5596,786,724
5597,828,726
5598,736,782
5599,836,763
5600,727,846
5601,794,713
5602,713,736
5603,828,845
5604,828,820
5605,819,708
5606,813,745
5607,782,712
5608,766,752
5609,752,831
5610,836,741
5611,830,688
5612,836,758
5613,847,711
5614,840,747
5615,694,820
5616,827,773
5617,781,745
5618,764,720
5619,724,794
5620,694,726
5621,713,778
5622,696,711
5623,797,793
5624,705,809
5625,723,745
5626,834,718
5627,755,705
5628,724,778
5629,818,714
5630,745,774
5631,747,797
5632,800,741
5633,834,713
5634,719,688
5635,797,817
5636,695,696
5637,697,726
5638,698,856
5639,830,694
5640,713,814
5641,837,815
5642,828,824
5643,784,829
5644,694,711
5645,713,734
5646,745,726
5647,802,818
5648,724,821
5649,781,817
5650,697,708
5651,694,773
5652,708,800
5653,711,752
5654,800,727
5655,820,770
5656,687,779
5657,768,722
5658,810,847
5659,716,795
5660,713,705
5661,754,848
5662,713,830
5663,710,810
5664,695,754
5665,845,815
5666,850,713
5667,747,688
5668,840,774
5669,781,755
5670,724,853
5671,709,823
5672,793,783
5673,697,848
5674,803,710
5675,805,737
5676,688,840
5677,713,751
5678,719,823
5679,731,847
5680,758,827
5681,774,824
5682,815,812
5683,689,702
5684,768,742
5685,703,856
5686,805,818
5687,820,690
5688,803,720
5689,773,834
5690,773,737
5691,802,771
5692,688,815
5693,806,796
5694,694,805
5695,853,773
5696,809,797
5697,827,797
5698,727,805
5699,773,829
5700,809,817
5701,694,848
5702,769,753
5703,739,764
5704,738,715
5705,817,850
5706,805,823
5707,850,817
5708,809,728
5709,803,780
5710,732,789
5711,819,705
5712,826,830
5713,824,834
5714,718,703
5715,713,772
5716,702,789
5717,845,688
5718,728,781
5719,745,695
5720,734,693
5721,712,767
5722,777,697
5723,731,781
5724,770,763
5725,796,818
5726,856,747
5727,688,723
5728,768,816
5729,696,774
5730,830,827
5731,747,840
5732,853,820
5733,719,720
5734,800,760
5735,833,813
5736,773,815
5737,831,694
5738,719,814
5739,728,739
5740,737,824
5741,697,820
5742,720,793
5743,738,842
5744,745,751
5745,800,694
5746,827,705
5747,774,805
5748,805,834
5749,827,784
5750,718,815
5751,740,841
5752,730,687
5753,736,721
5754,709,703
5755,703,759
5756,706,719
5757,839,771
5758,823,848
5759,855,852
5760,805,719
5761,728,787
5762,745,719
5763,713,745
5764,812,828
5765,728,817
5766,809,793
5767,738,794
5768,783,797
5769,734,805
5770,760,827
5771,830,723
5772,824,840
5773,797,739
5774,835,703
